hh,grp,first_day,last_day,n_days_any,n_days_full,dropped
MAC005322,Std,2012-02-17,2013-07-31,531,507.0,1
MAC005525,Std,2012-04-17,2014-02-27,680,656.0,0
MAC005526,Std,2012-04-17,2014-02-27,681,655.0,0
MAC000015,ToU,2011-12-06,2014-02-27,815,772.0,0
MAC000031,ToU,2011-12-07,2014-02-27,814,779.0,0
MAC000265,ToU,2011-12-05,2014-02-27,815,782.0,0
MAC000266,ToU,2011-12-05,2014-02-27,816,779.0,0
MAC000467,ToU,2012-03-23,2013-11-03,590,568.0,1
MAC001351,ToU,2012-05-17,2014-02-27,652,629.0,0
MAC001952,ToU,2012-06-11,2014-02-27,615,591.0,0
MAC002568,ToU,2012-07-09,2014-02-27,599,576.0,0
MAC002792,ToU,2012-05-10,2014-02-27,657,608.0,0
MAC003102,ToU,2012-05-17,2013-07-24,433,419.0,1
MAC003434,ToU,2012-10-02,2014-02-27,511,492.0,0
MAC003524,ToU,2012-10-08,2014-02-27,508,488.0,0
MAC003679,ToU,2012-10-15,2014-02-27,500,481.0,0
MAC003708,ToU,2012-10-17,2014-02-27,499,480.0,0
MAC003914,ToU,2012-10-26,2014-02-27,489,471.0,0
MAC004258,ToU,2012-05-24,2014-02-27,643,618.0,0
MAC004509,ToU,2011-12-20,2014-02-27,801,773.0,0
MAC005127,ToU,2012-05-31,2014-02-27,635,612.0,0
MAC000016,Std,2011-12-06,2013-01-15,407,392.0,1
MAC000068,Std,2011-12-09,2014-02-27,812,778.0,0
MAC000479,Std,2012-03-23,2014-02-27,707,680.0,0
MAC000513,Std,2012-03-27,2014-02-27,703,673.0,0
MAC000624,Std,2012-04-13,2014-02-27,686,658.0,0
MAC000655,Std,2012-04-13,2014-02-27,686,656.0,0
MAC000656,Std,2012-04-13,2014-02-27,685,654.0,0
MAC000699,Std,2012-04-18,2014-02-27,681,655.0,0
MAC000763,Std,2012-04-20,2014-02-27,677,652.0,0
MAC000840,Std,2012-04-26,2014-02-27,672,647.0,0
MAC001027,Std,2012-05-02,2014-02-27,665,640.0,0
MAC001178,Std,2012-05-09,2014-02-27,658,631.0,0
MAC001261,Std,2012-05-14,2014-02-27,655,631.0,0
MAC001403,Std,2012-05-17,2013-02-20,280,267.0,1
MAC001455,Std,2012-05-21,2014-02-27,648,626.0,0
MAC001568,Std,2012-05-23,2014-02-27,646,621.0,0
MAC001605,Std,2012-05-25,2014-02-27,643,620.0,0
MAC001606,Std,2012-05-25,2014-02-27,642,614.0,0
MAC001637,Std,2012-05-28,2014-02-27,640,614.0,0
MAC001672,Std,2012-05-28,2014-02-27,641,618.0,0
MAC001727,Std,2012-06-01,2014-02-27,634,607.0,0
MAC001730,Std,2012-06-01,2014-02-27,636,610.0,0
MAC001846,Std,2012-06-07,2013-08-16,435,419.0,1
MAC001895,Std,2012-06-08,2014-02-27,629,603.0,0
MAC001896,Std,2012-06-08,2014-02-27,629,604.0,0
MAC002186,Std,2012-06-23,2014-02-27,615,590.0,0
MAC002649,Std,2012-05-04,2014-02-27,663,636.0,0
MAC002670,Std,2012-05-04,2013-12-04,578,555.0,0
MAC002840,Std,2012-05-11,2014-02-27,654,628.0,0
MAC002872,Std,2012-05-11,2014-02-27,656,628.0,0
MAC002957,Std,2012-07-05,2014-02-27,603,581.0,0
MAC003003,Std,2012-07-04,2014-02-27,603,582.0,0
MAC003328,Std,2012-09-25,2014-02-27,521,495.0,0
MAC003381,Std,2012-09-27,2014-02-27,519,497.0,0
MAC003428,Std,2012-10-01,2014-02-27,515,491.0,0
MAC003859,Std,2012-10-25,2014-02-27,490,469.0,0
MAC003860,Std,2012-10-25,2014-02-27,491,474.0,0
MAC004128,Std,2012-05-19,2014-02-27,649,622.0,0
MAC004197,Std,2012-05-23,2014-02-27,643,615.0,0
MAC004233,Std,2012-05-23,2014-02-27,646,624.0,0
MAC004284,Std,2012-05-24,2013-09-29,494,475.0,1
MAC004382,Std,2012-03-16,2014-02-27,714,685.0,0
MAC004411,Std,2012-03-19,2014-02-27,710,686.0,0
MAC004761,Std,2012-04-03,2014-02-27,696,662.0,0
MAC004878,Std,2012-01-06,2014-02-27,784,756.0,0
MAC004903,Std,2012-01-16,2014-02-27,774,747.0,0
MAC005073,Std,2012-05-30,2014-02-27,637,614.0,0
MAC005145,Std,2012-05-31,2013-11-28,546,516.0,1
MAC005151,Std,2012-05-31,2014-02-27,638,615.0,0
MAC005193,Std,2012-02-02,2014-02-27,757,725.0,0
MAC005220,Std,2012-02-04,2014-02-27,755,728.0,0
MAC005225,Std,2012-02-06,2014-02-27,753,727.0,0
MAC005226,Std,2012-02-06,2014-02-27,753,726.0,0
MAC005252,Std,2012-02-07,2014-02-27,751,722.0,0
MAC005280,Std,2012-02-10,2014-02-27,749,723.0,0
MAC005304,Std,2012-02-15,2014-02-27,744,713.0,0
MAC005423,Std,2012-02-29,2014-02-27,725,698.0,0
MAC005502,Std,2012-04-17,2014-02-27,682,655.0,0
MAC000456,ToU,2012-03-23,2013-11-03,591,562.0,1
MAC000924,ToU,2012-04-27,2014-02-27,670,647.0,0
MAC000931,ToU,2012-05-01,2014-02-27,667,639.0,0
MAC001707,ToU,2012-06-01,2014-02-27,635,611.0,0
MAC002017,ToU,2012-06-14,2014-02-27,622,599.0,0
MAC002108,ToU,2012-06-17,2014-02-27,621,591.0,0
MAC002265,ToU,2012-04-23,2014-02-27,676,652.0,0
MAC002520,ToU,2012-07-09,2014-02-27,599,575.0,0
MAC002536,ToU,2012-07-09,2014-02-27,597,571.0,0
MAC002675,ToU,2012-05-04,2014-02-27,663,634.0,0
MAC002741,ToU,2012-05-08,2014-02-27,661,633.0,0
MAC002995,ToU,2012-07-04,2014-02-27,604,580.0,0
MAC003094,ToU,2012-05-16,2014-02-27,652,624.0,0
MAC003221,ToU,2012-09-17,2014-02-27,511,491.0,0
MAC003588,ToU,2012-10-10,2014-02-27,506,485.0,0
MAC003760,ToU,2012-10-19,2014-02-27,497,477.0,0
MAC003766,ToU,2012-10-19,2014-02-27,496,475.0,0
MAC003984,ToU,2012-07-06,2014-02-27,602,580.0,0
MAC004354,ToU,2012-03-15,2014-02-27,715,689.0,0
MAC004361,ToU,2012-03-15,2014-02-27,715,690.0,0
MAC004590,ToU,2012-07-11,2014-02-27,597,575.0,0
MAC005498,ToU,2012-04-17,2014-02-27,679,651.0,0
MAC000178,Std,2011-11-26,2014-02-27,825,794.0,0
MAC000206,Std,2011-11-29,2014-02-27,822,789.0,0
MAC000365,Std,2012-03-12,2014-02-27,718,686.0,0
MAC000434,Std,2012-03-22,2014-02-27,708,681.0,0
MAC000575,Std,2012-04-11,2014-02-27,688,661.0,0
MAC000650,Std,2012-04-13,2014-02-27,683,658.0,0
MAC000693,Std,2012-04-18,2014-02-27,678,650.0,0
MAC000732,Std,2012-04-19,2014-02-27,680,656.0,0
MAC000804,Std,2012-04-25,2014-02-27,671,644.0,0
MAC000852,Std,2012-04-26,2014-02-27,672,649.0,0
MAC000970,Std,2012-05-02,2014-02-27,666,639.0,0
MAC001001,Std,2012-05-02,2014-02-27,667,639.0,0
MAC001247,Std,2012-05-14,2014-02-27,654,629.0,0
MAC001362,Std,2012-05-17,2014-02-27,651,627.0,0
MAC001432,Std,2012-05-18,2014-02-27,649,626.0,0
MAC001464,Std,2012-05-21,2014-02-27,648,620.0,0
MAC001571,Std,2012-05-23,2014-02-27,645,622.0,0
MAC001599,Std,2012-05-25,2013-03-30,309,298.0,1
MAC001600,Std,2012-05-25,2014-02-27,639,612.0,0
MAC001632,Std,2012-05-28,2014-01-17,597,575.0,0
MAC001665,Std,2012-05-28,2014-02-27,637,615.0,0
MAC001666,Std,2012-05-28,2014-02-27,640,614.0,0
MAC001702,Std,2012-05-29,2014-02-27,638,611.0,0
MAC001782,Std,2012-06-06,2014-02-27,632,603.0,0
MAC001915,Std,2012-06-09,2014-02-27,628,602.0,0
MAC001916,Std,2012-06-09,2014-02-27,627,602.0,0
MAC001992,Std,2012-06-12,2014-02-27,624,599.0,0
MAC002116,Std,2012-06-18,2014-02-27,620,594.0,0
MAC002198,Std,2012-06-25,2014-02-27,613,587.0,0
MAC002250,Std,2012-04-23,2014-02-27,676,647.0,0
MAC002343,Std,2012-04-25,2014-02-27,674,645.0,0
MAC002370,Std,2012-04-28,2014-02-27,671,645.0,0
MAC002411,Std,2012-04-30,2014-02-27,669,646.0,0
MAC002466,Std,2012-05-01,2014-02-27,665,641.0,0
MAC002592,Std,2012-07-10,2014-02-27,598,576.0,0
MAC002597,Std,2012-07-10,2014-02-27,501,483.0,0
MAC002643,Std,2012-05-03,2014-02-27,663,632.0,0
MAC002676,Std,2012-05-04,2014-02-27,663,637.0,0
MAC002708,Std,2012-05-05,2014-02-27,663,637.0,0
MAC002944,Std,2012-07-05,2014-02-27,603,580.0,0
MAC002986,Std,2012-07-03,2014-02-27,603,579.0,0
MAC002990,Std,2012-07-04,2014-02-27,604,579.0,0
MAC003017,Std,2012-05-15,2014-02-27,653,626.0,0
MAC003118,Std,2012-05-16,2014-02-27,651,625.0,0
MAC003143,Std,2012-07-14,2014-02-27,594,572.0,0
MAC003177,Std,2012-09-13,2014-02-27,532,506.0,0
MAC003258,Std,2012-09-19,2014-02-27,527,507.0,0
MAC003302,Std,2012-09-24,2014-02-27,522,504.0,0
MAC003350,Std,2012-09-26,2014-02-27,520,500.0,0
MAC003459,Std,2012-10-02,2014-02-27,514,495.0,0
MAC003508,Std,2012-10-05,2014-02-27,511,486.0,0
MAC003607,Std,2012-10-11,2014-02-27,504,484.0,0
MAC003653,Std,2012-10-12,2014-02-27,504,482.0,0
MAC003680,Std,2012-10-16,2014-02-27,499,477.0,0
MAC003685,Std,2012-10-16,2014-02-27,500,478.0,0
MAC003686,Std,2012-10-16,2014-02-27,500,480.0,0
MAC003866,Std,2012-10-25,2014-02-27,491,472.0,0
MAC004036,Std,2012-07-06,2014-02-27,601,576.0,0
MAC004064,Std,2012-07-07,2014-02-27,598,575.0,0
MAC004092,Std,2012-05-18,2013-11-22,552,533.0,1
MAC004311,Std,2012-05-25,2013-03-15,295,283.0,1
MAC004345,Std,2012-03-15,2014-02-27,715,679.0,0
MAC004405,Std,2012-03-19,2014-02-27,711,685.0,0
MAC004406,Std,2012-03-19,2014-02-27,711,683.0,0
MAC004443,Std,2012-03-20,2014-02-27,709,682.0,0
MAC004694,Std,2012-07-13,2014-02-27,595,574.0,0
MAC004748,Std,2012-04-02,2014-02-27,696,669.0,0
MAC004794,Std,2012-04-04,2014-02-27,694,667.0,0
MAC004895,Std,2012-01-14,2014-02-27,776,747.0,0
MAC004957,Std,2012-01-23,2014-02-27,767,739.0,0
MAC005079,Std,2012-05-30,2014-02-27,638,615.0,0
MAC005176,Std,2012-06-01,2014-02-27,634,610.0,0
MAC005285,Std,2012-02-11,2014-02-27,747,713.0,0
MAC005286,Std,2012-02-11,2013-01-22,347,331.0,1
MAC005331,Std,2012-02-20,2014-02-27,654,632.0,0
MAC005392,Std,2012-02-27,2014-02-27,732,705.0,0
MAC005397,Std,2012-02-27,2014-02-27,732,705.0,0
MAC005451,Std,2012-04-16,2014-02-27,682,659.0,0
MAC005484,Std,2012-04-16,2014-02-27,681,650.0,0
MAC000288,ToU,2012-03-01,2014-02-27,729,699.0,0
MAC000383,ToU,2012-03-13,2014-02-27,717,690.0,0
MAC000898,ToU,2012-04-27,2013-04-15,354,338.0,1
MAC001075,ToU,2012-05-08,2014-02-27,651,606.0,0
MAC001206,ToU,2012-05-12,2014-02-27,656,633.0,0
MAC001480,ToU,2012-05-22,2014-02-27,646,624.0,0
MAC001858,ToU,2012-06-07,2014-02-27,630,606.0,0
MAC002061,ToU,2012-06-16,2014-02-27,622,599.0,0
MAC002154,ToU,2012-06-19,2014-02-27,619,596.0,0
MAC003049,ToU,2012-05-15,2014-02-27,654,625.0,0
MAC003274,ToU,2012-09-20,2014-02-27,526,507.0,0
MAC003626,ToU,2012-10-11,2014-02-27,505,487.0,0
MAC003637,ToU,2012-10-12,2014-02-27,504,481.0,0
MAC004144,ToU,2012-05-21,2014-02-27,647,621.0,0
MAC004334,ToU,2012-03-14,2014-02-27,716,689.0,0
MAC004346,ToU,2012-03-15,2014-02-27,715,687.0,0
MAC004605,ToU,2012-07-11,2014-02-27,597,567.0,0
MAC004606,ToU,2012-07-11,2014-02-27,597,576.0,0
MAC005271,ToU,2012-02-10,2014-02-27,749,721.0,0
MAC000053,Std,2011-12-09,2014-02-27,812,775.0,0
MAC000072,Std,2011-12-10,2014-02-27,811,778.0,0
MAC000200,Std,2011-11-29,2014-02-27,822,785.0,0
MAC000378,Std,2012-03-12,2014-02-27,718,690.0,0
MAC000493,Std,2012-03-24,2014-02-27,705,678.0,0
MAC000576,Std,2012-04-11,2014-02-27,688,660.0,0
MAC000612,Std,2012-04-12,2014-02-27,685,660.0,0
MAC000689,Std,2012-04-18,2014-02-27,678,655.0,0
MAC000737,Std,2012-04-19,2014-02-27,680,655.0,0
MAC000872,Std,2012-04-26,2014-02-27,673,648.0,0
MAC001032,Std,2012-05-02,2014-02-27,664,640.0,0
MAC001069,Std,2012-05-08,2014-02-27,661,635.0,0
MAC001070,Std,2012-05-08,2014-02-27,659,631.0,0
MAC001288,Std,2012-05-14,2013-11-22,557,536.0,1
MAC001422,Std,2012-05-18,2014-02-27,649,620.0,0
MAC001625,Std,2012-05-26,2014-02-27,643,618.0,0
MAC001943,Std,2012-06-11,2014-02-27,624,600.0,0
MAC002058,Std,2012-06-14,2014-02-27,624,597.0,0
MAC002271,Std,2012-04-23,2014-02-27,676,646.0,0
MAC002362,Std,2012-04-27,2014-02-27,670,644.0,0
MAC002549,Std,2012-07-09,2014-02-27,598,574.0,0
MAC002587,Std,2012-07-10,2014-02-27,598,576.0,0
MAC002664,Std,2012-05-04,2014-02-27,663,633.0,0
MAC002689,Std,2012-05-04,2014-02-27,662,638.0,0
MAC002739,Std,2012-05-08,2014-02-27,660,632.0,0
MAC003078,Std,2012-05-15,2014-02-27,654,624.0,0
MAC003130,Std,2012-05-17,2014-02-27,651,626.0,0
MAC003214,Std,2012-09-17,2014-02-27,529,501.0,0
MAC003319,Std,2012-09-24,2014-02-27,522,501.0,0
MAC003355,Std,2012-09-26,2014-02-27,520,502.0,0
MAC003443,Std,2012-10-02,2014-02-27,513,494.0,0
MAC003488,Std,2012-10-04,2014-02-27,512,491.0,0
MAC003530,Std,2012-10-08,2014-02-27,508,487.0,0
MAC003574,Std,2012-10-09,2014-02-27,507,480.0,0
MAC003625,Std,2012-10-11,2014-02-27,504,486.0,0
MAC003659,Std,2012-10-12,2014-02-27,504,482.0,0
MAC003791,Std,2012-10-22,2014-02-27,494,477.0,0
MAC003845,Std,2012-10-24,2014-02-27,490,471.0,0
MAC003846,Std,2012-10-24,2014-02-27,492,474.0,0
MAC004007,Std,2012-07-06,2014-02-27,602,580.0,0
MAC004174,Std,2012-05-21,2014-02-27,647,626.0,0
MAC004209,Std,2012-05-23,2014-02-27,611,589.0,0
MAC004513,Std,2011-12-20,2014-02-27,800,769.0,0
MAC004675,Std,2012-07-12,2014-02-27,596,573.0,0
MAC004676,Std,2012-07-12,2014-02-27,595,572.0,0
MAC005086,Std,2012-05-30,2014-02-27,637,611.0,0
MAC005131,Std,2012-05-31,2014-02-27,635,611.0,0
MAC005199,Std,2012-02-03,2014-02-27,756,730.0,0
MAC005298,Std,2012-02-14,2014-02-27,745,716.0,0
MAC005370,Std,2012-02-23,2012-12-09,291,274.0,1
MAC005520,Std,2012-04-17,2014-02-27,680,654.0,0
MAC000447,ToU,2012-03-22,2014-02-27,707,682.0,0
MAC001736,ToU,2012-06-01,2013-12-09,555,533.0,0
MAC002618,ToU,2012-05-03,2014-02-27,664,636.0,0
MAC002622,ToU,2012-05-03,2014-02-27,662,635.0,0
MAC002692,ToU,2012-05-04,2014-02-27,663,638.0,0
MAC003068,ToU,2012-05-15,2014-02-27,654,629.0,0
MAC003082,ToU,2012-05-16,2014-02-27,651,627.0,0
MAC003135,ToU,2012-07-14,2014-02-27,594,572.0,0
MAC003409,ToU,2012-10-01,2014-02-27,515,496.0,0
MAC003536,ToU,2012-10-08,2014-02-27,507,488.0,0
MAC003865,ToU,2012-10-25,2014-02-27,491,471.0,0
MAC004054,ToU,2012-07-07,2014-02-27,601,576.0,0
MAC002887,Std,2012-07-02,2013-12-22,537,513.0,0
MAC004133,Std,2012-09-03,2014-02-27,542,521.0,0
MAC002985,ToU,2012-07-03,2014-02-27,605,574.0,0
MAC003330,Std,2012-09-25,2014-02-27,521,501.0,0
MAC004664,Std,2012-07-12,2014-02-27,596,570.0,0
MAC001957,Std,2012-06-11,2012-06-25,13,11.0,1
MAC002110,ToU,2012-06-16,2012-06-26,11,8.0,1
MAC004728,ToU,2012-04-02,2014-02-27,697,670.0,0
MAC004770,ToU,2012-04-03,2013-07-02,455,437.0,1
MAC004955,ToU,2012-01-23,2014-02-27,767,741.0,0
MAC005093,ToU,2012-05-30,2014-02-27,639,615.0,0
MAC005172,ToU,2012-06-01,2014-02-27,636,612.0,0
MAC005473,ToU,2012-04-16,2014-02-27,683,657.0,0
MAC000003,Std,2012-02-20,2014-02-27,739,711.0,0
MAC000121,Std,2011-12-14,2014-02-27,806,774.0,0
MAC000144,Std,2011-12-16,2013-09-17,639,614.0,1
MAC000202,Std,2011-11-29,2013-06-09,559,537.0,1
MAC000262,Std,2011-12-05,2014-02-27,816,781.0,0
MAC000323,Std,2012-03-06,2014-02-27,724,698.0,0
MAC000424,Std,2012-03-21,2014-02-27,709,684.0,0
MAC000457,Std,2012-03-23,2014-02-27,707,678.0,0
MAC000460,Std,2012-03-23,2013-10-30,587,567.0,1
MAC000566,Std,2012-04-11,2014-02-27,688,661.0,0
MAC000636,Std,2012-04-13,2013-07-19,463,444.0,1
MAC000773,Std,2012-04-20,2014-02-27,677,653.0,0
MAC000838,Std,2012-04-26,2014-02-27,672,645.0,0
MAC000883,Std,2012-04-27,2013-02-17,295,284.0,1
MAC000958,Std,2012-05-01,2014-02-27,667,644.0,0
MAC001044,Std,2012-05-03,2014-02-27,664,638.0,0
MAC001072,Std,2012-05-08,2014-02-27,660,635.0,0
MAC001077,Std,2012-05-08,2014-02-27,660,634.0,0
MAC001122,Std,2012-05-08,2013-08-16,465,447.0,1
MAC001154,Std,2012-05-09,2014-02-27,659,634.0,0
MAC001238,Std,2012-05-14,2014-02-27,653,627.0,0
MAC001277,Std,2012-05-14,2014-02-27,653,627.0,0
MAC001504,Std,2012-05-22,2014-02-27,645,618.0,0
MAC001622,Std,2012-05-26,2014-02-27,643,615.0,0
MAC001785,Std,2012-06-06,2014-02-27,631,608.0,0
MAC001786,Std,2012-06-06,2014-02-27,629,606.0,0
MAC001864,Std,2012-06-07,2014-02-27,630,604.0,0
MAC001908,Std,2012-06-09,2013-06-10,363,346.0,1
MAC001938,Std,2012-06-11,2014-02-27,626,600.0,0
MAC001970,Std,2012-06-11,2014-01-22,590,568.0,0
MAC001975,Std,2012-06-12,2014-02-27,625,600.0,0
MAC002008,Std,2012-06-12,2014-02-27,624,598.0,0
MAC002010,Std,2012-06-12,2014-02-27,625,598.0,0
MAC002165,Std,2012-06-20,2014-02-27,618,594.0,0
MAC002203,Std,2012-06-25,2014-02-27,613,587.0,0
MAC002252,Std,2012-04-23,2014-02-27,674,647.0,0
MAC002288,Std,2012-04-23,2014-02-27,676,652.0,0
MAC002377,Std,2012-04-28,2014-02-27,671,638.0,0
MAC002408,Std,2012-04-30,2014-02-27,666,641.0,0
MAC002522,Std,2012-07-09,2014-02-27,599,575.0,0
MAC002580,Std,2012-07-10,2014-02-27,598,573.0,0
MAC002626,Std,2012-05-03,2014-01-07,614,591.0,0
MAC002775,Std,2012-05-10,2014-02-27,659,632.0,0
MAC002776,Std,2012-05-10,2014-02-27,658,635.0,0
MAC002856,Std,2012-05-11,2014-02-27,656,633.0,0
MAC002885,Std,2012-07-02,2014-02-27,604,578.0,0
MAC002939,Std,2012-07-02,2014-02-27,604,579.0,0
MAC003010,Std,2012-05-15,2014-02-27,651,626.0,0
MAC003137,Std,2012-07-14,2014-02-27,593,571.0,0
MAC003288,Std,2012-09-21,2014-02-27,525,504.0,0
MAC003357,Std,2012-09-26,2014-02-27,519,498.0,0
MAC003361,Std,2012-09-27,2014-02-27,519,499.0,0
MAC003404,Std,2012-09-28,2014-02-27,516,496.0,0
MAC003532,Std,2012-10-08,2014-02-27,508,487.0,0
MAC003537,Std,2012-10-08,2014-02-27,508,485.0,0
MAC003630,Std,2012-10-11,2014-02-27,503,484.0,0
MAC003635,Std,2012-10-12,2014-02-27,503,476.0,0
MAC003833,Std,2012-10-23,2014-02-27,492,474.0,0
MAC003896,Std,2012-10-26,2014-02-27,490,473.0,0
MAC004016,Std,2012-07-06,2014-02-27,602,581.0,0
MAC004079,Std,2012-05-18,2014-02-27,651,626.0,0
MAC004190,Std,2012-05-21,2014-02-27,646,619.0,0
MAC004289,Std,2012-05-24,2014-02-27,643,618.0,0
MAC004359,Std,2012-03-15,2014-02-27,715,688.0,0
MAC004560,Std,2011-12-22,2013-04-04,470,454.0,1
MAC004619,Std,2012-07-11,2014-02-27,595,567.0,0
MAC004625,Std,2012-07-11,2014-02-27,597,574.0,0
MAC004626,Std,2012-07-11,2014-02-27,597,572.0,0
MAC004659,Std,2012-07-12,2013-08-11,396,382.0,1
MAC004703,Std,2012-07-13,2014-02-27,595,570.0,0
MAC004735,Std,2012-04-02,2014-02-27,695,668.0,0
MAC004736,Std,2012-04-02,2014-02-27,696,666.0,0
MAC004775,Std,2012-04-03,2014-02-27,696,669.0,0
MAC004776,Std,2012-04-03,2014-02-27,695,671.0,0
MAC004850,Std,2011-12-29,2014-02-27,792,763.0,0
MAC004869,Std,2012-01-03,2014-02-27,787,756.0,0
MAC004918,Std,2012-01-19,2014-02-27,771,739.0,0
MAC004964,Std,2012-01-23,2014-02-27,767,741.0,0
MAC005035,Std,2012-01-31,2014-02-27,759,730.0,0
MAC005036,Std,2012-01-31,2014-02-27,759,732.0,0
MAC005067,Std,2012-05-29,2014-02-27,638,613.0,0
MAC005101,Std,2012-05-30,2014-02-27,637,614.0,0
MAC005372,Std,2012-02-23,2014-02-27,736,703.0,0
MAC005390,Std,2012-02-25,2014-02-27,734,707.0,0
MAC005442,Std,2012-04-16,2014-02-27,682,658.0,0
MAC005544,Std,2012-04-18,2014-02-27,680,654.0,0
MAC000187,ToU,2011-11-28,2014-02-27,823,792.0,0
MAC001014,ToU,2012-05-02,2014-02-27,667,636.0,0
MAC001636,ToU,2012-05-28,2014-02-27,638,614.0,0
MAC001642,ToU,2012-05-28,2014-02-27,640,617.0,0
MAC001912,ToU,2012-06-09,2013-08-08,425,408.0,1
MAC002433,ToU,2012-04-30,2014-02-27,665,641.0,0
MAC002439,ToU,2012-04-30,2014-02-27,667,641.0,0
MAC002625,ToU,2012-05-03,2014-02-27,664,637.0,0
MAC003175,ToU,2012-09-12,2014-02-27,534,513.0,0
MAC003890,ToU,2012-10-26,2014-02-27,490,471.0,0
MAC003895,ToU,2012-10-26,2014-02-19,482,462.0,0
MAC004024,ToU,2012-07-06,2014-02-27,602,579.0,0
MAC004189,ToU,2012-05-21,2014-02-27,648,621.0,0
MAC004283,ToU,2012-05-24,2014-02-27,643,621.0,0
MAC004669,ToU,2012-07-12,2014-02-27,596,574.0,0
MAC005013,ToU,2012-01-30,2014-02-27,760,733.0,0
MAC005022,ToU,2012-01-30,2014-02-27,757,728.0,0
MAC005147,ToU,2012-05-31,2014-02-27,636,614.0,0
MAC005522,ToU,2012-04-17,2014-02-27,682,657.0,0
MAC000111,Std,2011-12-15,2014-02-27,805,778.0,0
MAC000133,Std,2011-12-15,2014-02-27,806,771.0,0
MAC000161,Std,2011-11-24,2013-03-12,475,457.0,1
MAC000097,Std,2011-12-12,2014-02-27,809,779.0,0
MAC000279,Std,2012-02-29,2014-02-27,730,702.0,0
MAC000329,Std,2012-03-07,2014-02-27,723,696.0,0
MAC000331,Std,2012-03-07,2014-02-27,723,696.0,0
MAC000362,Std,2012-03-12,2014-02-27,718,692.0,0
MAC000403,Std,2012-03-14,2014-02-27,716,684.0,0
MAC000446,Std,2012-03-22,2014-02-27,707,680.0,0
MAC000531,Std,2012-03-28,2014-02-27,701,675.0,0
MAC000560,Std,2012-04-11,2014-02-27,688,660.0,0
MAC000608,Std,2012-04-12,2014-02-27,686,658.0,0
MAC000610,Std,2012-04-12,2014-02-27,687,660.0,0
MAC000643,Std,2012-04-13,2014-02-27,686,657.0,0
MAC000684,Std,2012-04-18,2014-02-27,679,653.0,0
MAC000721,Std,2012-04-19,2014-02-27,678,649.0,0
MAC000783,Std,2012-04-20,2014-02-27,678,653.0,0
MAC000827,Std,2012-04-25,2014-02-27,674,651.0,0
MAC000860,Std,2012-04-26,2014-02-27,672,645.0,0
MAC001207,Std,2012-05-12,2013-07-02,417,402.0,1
MAC001240,Std,2012-05-14,2014-02-27,655,630.0,0
MAC001323,Std,2012-05-16,2014-02-27,653,625.0,0
MAC001425,Std,2012-05-18,2014-02-27,651,622.0,0
MAC001426,Std,2012-05-18,2014-02-27,648,625.0,0
MAC001448,Std,2012-05-21,2014-02-27,645,622.0,0
MAC001498,Std,2012-05-22,2014-02-27,646,620.0,0
MAC001720,Std,2012-06-01,2014-02-27,635,611.0,0
MAC001754,Std,2012-06-02,2014-02-27,636,609.0,0
MAC001805,Std,2012-06-06,2014-02-27,632,606.0,0
MAC001842,Std,2012-06-07,2014-02-27,629,594.0,0
MAC001889,Std,2012-06-08,2013-07-07,392,378.0,1
MAC001892,Std,2012-06-08,2014-02-27,629,604.0,0
MAC001950,Std,2012-06-11,2014-02-27,627,603.0,0
MAC001955,Std,2012-06-11,2014-02-27,626,598.0,0
MAC002257,Std,2012-04-23,2014-02-27,674,647.0,0
MAC002299,Std,2012-04-24,2014-02-27,673,648.0,0
MAC002301,Std,2012-04-24,2014-02-27,673,649.0,0
MAC002335,Std,2012-04-24,2014-02-27,672,644.0,0
MAC002365,Std,2012-04-27,2014-02-27,670,646.0,0
MAC002366,Std,2012-04-27,2014-02-27,671,647.0,0
MAC002462,Std,2012-04-30,2013-02-20,295,283.0,1
MAC002577,Std,2012-07-10,2014-02-27,597,574.0,0
MAC002620,Std,2012-05-03,2014-02-27,666,641.0,0
MAC002652,Std,2012-05-04,2014-02-27,663,638.0,0
MAC002684,Std,2012-05-04,2014-02-27,665,634.0,0
MAC002734,Std,2012-05-08,2014-02-27,660,629.0,0
MAC002770,Std,2012-05-10,2014-02-27,656,628.0,0
MAC002842,Std,2012-05-11,2013-01-29,263,251.0,1
MAC002847,Std,2012-05-11,2013-11-19,557,535.0,1
MAC002875,Std,2012-06-30,2014-02-27,606,582.0,0
MAC002876,Std,2012-06-30,2014-02-27,606,584.0,0
MAC002880,Std,2012-06-30,2014-02-27,607,581.0,0
MAC002908,Std,2012-07-02,2014-02-27,604,580.0,0
MAC002949,Std,2012-07-05,2014-02-27,603,583.0,0
MAC002950,Std,2012-07-03,2014-02-27,605,579.0,0
MAC002955,Std,2012-07-05,2014-02-27,597,576.0,0
MAC002956,Std,2012-07-05,2014-02-27,603,579.0,0
MAC003015,Std,2012-05-15,2014-02-27,654,629.0,0
MAC003093,Std,2012-05-16,2014-02-27,653,630.0,0
MAC003125,Std,2012-05-16,2014-02-27,652,628.0,0
MAC003126,Std,2012-05-16,2014-02-27,650,625.0,0
MAC003164,Std,2012-07-31,2014-02-27,576,552.0,0
MAC003193,Std,2012-09-14,2014-02-27,532,510.0,0
MAC003231,Std,2012-09-17,2013-11-23,433,416.0,1
MAC003279,Std,2012-09-20,2014-02-27,525,507.0,0
MAC003314,Std,2012-09-24,2014-02-27,521,502.0,0
