hh,grp,first_day,last_day,n_days_any,n_days_full,dropped
MAC001338,Std,2012-05-17,2013-01-09,237,227.0,1
MAC001518,Std,2012-05-22,2014-02-27,645,621.0,0
MAC001557,Std,2012-05-22,2014-02-27,647,621.0,0
MAC001781,Std,2012-06-06,2014-02-27,632,603.0,0
MAC001839,Std,2012-06-07,2014-02-27,630,606.0,0
MAC001872,Std,2012-06-08,2014-02-27,629,604.0,0
MAC001903,Std,2012-06-08,2014-02-27,627,600.0,0
MAC001965,Std,2012-06-11,2014-02-27,626,603.0,0
MAC002208,Std,2012-06-26,2014-02-27,612,589.0,0
MAC002305,Std,2012-04-24,2014-02-27,675,648.0,0
MAC002381,Std,2012-04-28,2014-02-27,671,643.0,0
MAC002417,Std,2012-04-30,2014-02-27,667,643.0,0
MAC002608,Std,2012-07-10,2014-02-27,598,576.0,0
MAC002639,Std,2012-05-03,2014-02-27,664,637.0,0
MAC002719,Std,2012-05-08,2014-02-27,659,633.0,0
MAC002720,Std,2012-05-08,2014-02-27,659,635.0,0
MAC002785,Std,2012-05-10,2014-02-27,659,635.0,0
MAC002860,Std,2012-05-12,2014-02-27,655,630.0,0
MAC002893,Std,2012-07-02,2014-02-27,604,582.0,0
MAC002899,Std,2012-07-02,2014-02-27,605,584.0,0
MAC002929,Std,2012-07-02,2014-02-27,604,581.0,0
MAC002969,Std,2012-07-05,2014-02-27,603,583.0,0
MAC002972,Std,2012-07-03,2014-02-27,604,581.0,0
MAC003246,Std,2012-09-18,2013-06-10,266,255.0,1
MAC003289,Std,2012-09-21,2014-02-27,525,505.0,0
MAC003292,Std,2012-09-24,2014-02-27,522,499.0,0
MAC003324,Std,2012-09-24,2013-11-22,425,410.0,1
MAC003465,Std,2012-10-03,2014-02-27,513,495.0,0
MAC003466,Std,2012-10-03,2014-02-27,513,493.0,0
MAC003578,Std,2012-10-09,2014-02-27,504,484.0,0
MAC003642,Std,2012-10-12,2014-02-27,504,482.0,0
MAC003718,Std,2012-10-17,2013-10-15,364,349.0,1
MAC003720,Std,2012-10-17,2013-10-13,361,345.0,1
MAC003770,Std,2012-10-19,2013-04-24,188,181.0,1
MAC003775,Std,2012-10-19,2014-01-12,451,434.0,0
MAC003776,Std,2012-10-19,2014-02-27,497,479.0,0
MAC003922,Std,2012-10-29,2014-02-27,487,469.0,0
MAC004191,Std,2012-05-21,2014-02-27,647,620.0,0
MAC004228,Std,2012-05-23,2014-02-27,644,614.0,0
MAC004317,Std,2012-05-25,2014-02-27,642,617.0,0
MAC004367,Std,2012-03-16,2014-02-27,713,688.0,0
MAC004432,Std,2012-03-20,2013-02-20,338,322.0,1
MAC004495,Std,2011-12-19,2014-02-27,802,768.0,0
MAC004496,Std,2011-12-19,2014-02-03,777,742.0,0
MAC004642,Std,2012-07-12,2014-02-27,596,576.0,0
MAC004771,Std,2012-04-03,2014-02-27,696,667.0,0
MAC004802,Std,2012-04-04,2012-12-20,261,249.0,1
MAC004944,Std,2012-01-21,2014-02-09,751,720.0,0
MAC004974,Std,2012-01-25,2014-02-27,765,737.0,0
MAC005183,Std,2012-02-02,2014-02-27,757,731.0,0
MAC005343,Std,2012-02-21,2014-02-27,738,713.0,0
MAC005364,Std,2012-02-22,2014-02-27,737,704.0,0
MAC005402,Std,2012-02-27,2014-02-27,730,704.0,0
MAC005478,Std,2012-04-16,2014-02-27,682,655.0,0
MAC000071,ToU,2011-12-10,2013-04-28,506,486.0,1
MAC000194,ToU,2011-11-28,2014-02-27,823,785.0,0
MAC000628,ToU,2012-04-13,2014-02-27,684,657.0,0
MAC000814,ToU,2012-04-25,2014-02-27,671,644.0,0
MAC000993,ToU,2012-05-02,2014-02-27,665,640.0,0
MAC000999,ToU,2012-05-02,2014-02-27,666,635.0,0
MAC001682,ToU,2012-05-29,2014-02-27,638,615.0,0
MAC001814,ToU,2012-06-06,2014-02-27,632,606.0,0
MAC002176,ToU,2012-06-22,2014-02-27,616,591.0,0
MAC002300,ToU,2012-04-24,2014-02-27,673,649.0,0
MAC002476,ToU,2012-05-01,2014-02-27,664,632.0,0
MAC002482,ToU,2012-05-01,2014-02-27,666,639.0,0
MAC003245,ToU,2012-09-18,2014-02-27,528,500.0,0
MAC003758,ToU,2012-10-19,2014-02-27,495,476.0,0
MAC003947,ToU,2012-07-05,2014-02-27,603,575.0,0
MAC004083,ToU,2012-05-18,2013-05-29,375,358.0,1
MAC004091,ToU,2012-05-18,2014-02-27,651,626.0,0
MAC004753,ToU,2012-04-02,2014-02-27,697,667.0,0
MAC004851,ToU,2011-12-29,2014-02-27,788,751.0,0
MAC004990,ToU,2012-01-26,2014-02-27,764,737.0,0
MAC005006,ToU,2012-01-28,2014-02-27,762,732.0,0
MAC005550,ToU,2012-04-18,2014-02-27,679,652.0,0
MAC000008,Std,2012-05-05,2013-10-29,542,519.0,1
MAC000037,Std,2011-12-07,2014-02-27,814,782.0,0
MAC000284,Std,2012-03-01,2013-09-13,562,543.0,1
MAC000374,Std,2012-03-12,2014-02-27,718,687.0,0
MAC000415,Std,2012-03-21,2014-02-27,709,682.0,0
MAC000485,Std,2012-03-23,2014-02-27,707,681.0,0
MAC000486,Std,2012-03-23,2013-04-07,381,366.0,1
MAC000522,Std,2012-03-27,2014-02-27,703,675.0,0
MAC000554,Std,2012-04-11,2014-02-27,686,659.0,0
MAC000589,Std,2012-04-12,2014-02-27,685,656.0,0
MAC000631,Std,2012-04-13,2014-02-27,686,653.0,0
MAC000912,Std,2012-04-27,2013-12-08,590,564.0,0
MAC000968,Std,2012-05-01,2014-02-27,666,643.0,0
MAC001164,Std,2012-05-09,2014-02-27,659,635.0,0
MAC001199,Std,2012-05-11,2014-02-27,655,630.0,0
MAC001267,Std,2012-05-14,2014-02-27,652,624.0,0
MAC001313,Std,2012-05-15,2014-02-27,654,627.0,0
MAC001349,Std,2012-05-17,2014-02-27,651,627.0,0
MAC001395,Std,2012-05-17,2014-02-27,652,627.0,0
MAC001396,Std,2012-05-17,2014-02-27,650,627.0,0
MAC001522,Std,2012-05-22,2014-02-27,644,620.0,0
MAC001552,Std,2012-05-22,2014-02-27,645,620.0,0
MAC001713,Std,2012-06-01,2014-02-27,636,610.0,0
MAC001749,Std,2012-06-02,2014-02-27,635,612.0,0
MAC001854,Std,2012-06-07,2014-02-27,630,606.0,0
MAC001980,Std,2012-06-12,2014-02-27,625,598.0,0
MAC002067,Std,2012-06-15,2014-02-27,619,596.0,0
MAC002248,Std,2012-04-23,2014-02-27,676,649.0,0
MAC002351,Std,2012-04-25,2013-04-09,350,337.0,1
MAC002911,Std,2012-07-05,2014-02-27,603,580.0,0
MAC002948,Std,2012-07-03,2014-02-27,604,579.0,0
MAC003036,Std,2012-05-15,2014-02-27,652,626.0,0
MAC003074,Std,2012-05-15,2013-02-27,288,274.0,1
MAC003098,Std,2012-05-16,2014-02-27,650,622.0,0
MAC003101,Std,2012-05-16,2014-02-27,653,622.0,0
MAC003203,Std,2012-09-14,2014-02-27,532,501.0,0
MAC003240,Std,2012-09-18,2014-02-27,528,508.0,0
MAC003297,Std,2012-09-24,2014-02-27,522,497.0,0
MAC003340,Std,2012-09-26,2014-02-27,520,498.0,0
MAC003382,Std,2012-09-27,2014-02-27,519,499.0,0
MAC003438,Std,2012-10-02,2013-09-17,351,339.0,1
MAC003557,Std,2012-10-09,2013-11-20,408,391.0,1
MAC003563,Std,2012-10-09,2014-02-27,507,488.0,0
MAC003601,Std,2012-10-11,2014-02-27,505,486.0,0
MAC003732,Std,2012-10-18,2014-02-27,498,480.0,0
MAC003838,Std,2012-10-23,2014-02-27,493,473.0,0
MAC003883,Std,2012-10-25,2014-02-27,491,468.0,0
MAC004011,Std,2012-07-06,2014-02-27,602,575.0,0
MAC004058,Std,2012-07-07,2014-02-27,584,555.0,0
MAC004273,Std,2012-05-24,2014-02-27,644,621.0,0
MAC004338,Std,2012-03-15,2014-02-27,715,686.0,0
MAC004417,Std,2012-03-19,2014-02-27,711,681.0,0
MAC004452,Std,2012-03-21,2014-02-27,709,683.0,0
MAC004523,Std,2011-12-20,2014-02-27,801,772.0,0
MAC004549,Std,2011-12-22,2014-02-27,798,768.0,0
MAC004698,Std,2012-07-13,2014-02-27,595,572.0,0
MAC004782,Std,2012-04-04,2014-02-27,694,669.0,0
MAC004807,Std,2012-04-05,2014-02-27,693,669.0,0
MAC004833,Std,2012-04-10,2014-02-27,688,662.0,0
MAC004874,Std,2012-01-03,2014-02-27,787,757.0,0
MAC004951,Std,2012-01-23,2014-02-27,767,740.0,0
MAC005005,Std,2012-01-28,2014-02-27,762,734.0,0
MAC005018,Std,2012-01-30,2014-02-27,760,733.0,0
MAC005205,Std,2012-02-03,2013-11-18,655,633.0,1
MAC005272,Std,2012-02-10,2014-02-27,749,718.0,0
MAC005277,Std,2012-02-10,2014-02-27,749,721.0,0
MAC005316,Std,2012-02-16,2013-11-25,649,624.0,1
MAC005337,Std,2012-02-20,2014-02-27,739,711.0,0
MAC005350,Std,2012-02-21,2014-02-27,736,707.0,0
MAC005555,Std,2011-12-28,2014-02-27,793,759.0,0
MAC005561,Std,2012-04-24,2014-02-27,575,548.0,0
MAC000328,ToU,2012-03-07,2014-02-27,723,692.0,0
MAC000408,ToU,2012-03-21,2014-02-27,709,683.0,0
MAC000985,ToU,2012-05-02,2014-02-27,664,641.0,0
MAC001105,ToU,2012-05-08,2014-02-27,659,632.0,0
MAC001449,ToU,2012-05-21,2014-02-27,645,620.0,0
MAC001743,ToU,2012-06-02,2014-02-27,634,611.0,0
MAC001833,ToU,2012-06-07,2014-02-27,629,597.0,0
MAC002099,ToU,2012-06-17,2014-02-27,621,599.0,0
MAC002457,ToU,2012-04-30,2014-02-27,666,635.0,0
MAC002470,ToU,2012-05-01,2014-02-27,668,636.0,0
MAC002800,ToU,2012-05-10,2014-02-27,658,632.0,0
MAC003151,ToU,2012-07-14,2014-02-27,594,567.0,0
MAC004362,ToU,2012-03-16,2014-02-25,706,683.0,0
MAC004814,ToU,2012-04-05,2014-02-27,693,667.0,0
MAC005121,ToU,2012-05-31,2014-02-27,636,612.0,0
MAC005212,ToU,2012-02-03,2014-02-27,756,730.0,0
MAC000020,Std,2011-12-07,2014-02-27,814,783.0,0
MAC000225,Std,2011-12-01,2013-03-21,476,458.0,1
MAC000226,Std,2011-12-01,2014-02-27,820,782.0,0
MAC000307,Std,2012-03-05,2014-02-27,725,698.0,0
MAC000545,Std,2012-04-10,2014-02-10,672,646.0,0
MAC000546,Std,2012-04-10,2013-02-26,323,311.0,1
MAC000744,Std,2012-04-19,2014-02-27,678,649.0,0
MAC000894,Std,2012-04-27,2014-02-27,669,643.0,0
MAC000917,Std,2012-04-27,2014-02-27,669,635.0,0
MAC000959,Std,2012-05-01,2014-02-27,631,607.0,0
MAC001085,Std,2012-05-08,2014-02-27,658,635.0,0
MAC001086,Std,2012-05-08,2014-02-27,659,631.0,0
MAC001213,Std,2012-05-12,2014-02-27,654,627.0,0
MAC001302,Std,2012-05-14,2014-02-27,654,628.0,0
MAC001307,Std,2012-05-14,2014-02-27,655,622.0,0
MAC001412,Std,2012-05-18,2014-02-27,649,626.0,0
MAC001473,Std,2012-05-21,2014-02-27,648,626.0,0
MAC001691,Std,2012-05-29,2014-02-27,639,613.0,0
MAC001761,Std,2012-06-02,2014-02-27,636,607.0,0
MAC001960,Std,2012-06-11,2014-02-27,626,602.0,0
MAC002045,Std,2012-06-14,2014-02-27,624,599.0,0
MAC002170,Std,2012-06-21,2014-02-27,617,595.0,0
MAC002223,Std,2012-06-30,2014-02-27,605,584.0,0
MAC002314,Std,2012-04-24,2014-02-27,674,641.0,0
MAC002390,Std,2012-04-30,2014-02-27,667,643.0,0
MAC002495,Std,2012-07-07,2013-03-30,265,229.0,1
MAC002564,Std,2012-07-09,2014-02-27,599,578.0,0
MAC002725,Std,2012-05-08,2014-02-27,658,634.0,0
MAC002760,Std,2012-05-10,2014-02-27,659,636.0,0
MAC002812,Std,2012-05-11,2014-02-27,656,626.0,0
MAC002851,Std,2012-05-11,2014-02-27,657,629.0,0
MAC002977,Std,2012-07-03,2014-02-27,601,573.0,0
MAC003021,Std,2012-05-15,2014-02-27,654,628.0,0
MAC003182,Std,2012-09-13,2014-02-27,533,509.0,0
MAC003227,Std,2012-09-17,2014-02-27,529,508.0,0
MAC003411,Std,2012-10-01,2014-02-27,514,495.0,0
MAC003504,Std,2012-10-04,2014-02-27,512,491.0,0
MAC003543,Std,2012-10-08,2014-02-27,508,489.0,0
MAC003597,Std,2012-10-10,2014-02-27,505,485.0,0
MAC003802,Std,2012-10-22,2014-02-27,494,474.0,0
MAC003918,Std,2012-10-26,2014-02-27,489,469.0,0
MAC003942,Std,2012-07-05,2014-02-27,602,578.0,0
MAC004078,Std,2012-05-18,2014-02-27,651,626.0,0
MAC004109,Std,2012-05-18,2014-02-27,649,619.0,0
MAC004148,Std,2012-05-21,2014-02-27,647,623.0,0
MAC004290,Std,2012-05-24,2014-02-27,642,619.0,0
MAC004412,Std,2012-03-19,2014-02-27,711,684.0,0
MAC004437,Std,2012-03-20,2014-02-27,709,681.0,0
MAC004529,Std,2011-12-21,2014-02-27,800,759.0,0
MAC004553,Std,2011-12-22,2014-02-27,791,763.0,0
MAC004723,Std,2012-04-02,2014-02-27,697,672.0,0
MAC005055,Std,2012-05-29,2014-02-27,636,612.0,0
MAC005056,Std,2012-05-29,2013-11-25,544,523.0,1
MAC005251,Std,2012-02-07,2014-02-27,745,717.0,0
MAC005355,Std,2012-02-22,2014-02-27,737,710.0,0
MAC000278,ToU,2012-02-29,2014-02-27,730,701.0,0
MAC000609,ToU,2012-04-12,2014-02-27,687,661.0,0
MAC000611,ToU,2012-04-12,2014-02-27,686,661.0,0
MAC000725,ToU,2012-04-19,2014-02-27,678,650.0,0
MAC001219,ToU,2012-05-12,2014-02-27,653,628.0,0
MAC001222,ToU,2012-05-14,2014-02-27,653,628.0,0
MAC001343,ToU,2012-05-17,2014-02-27,651,622.0,0
MAC001417,ToU,2012-05-18,2014-02-27,649,624.0,0
MAC001421,ToU,2012-05-18,2013-11-03,535,515.0,1
MAC001564,ToU,2012-05-22,2014-02-27,647,625.0,0
MAC002140,ToU,2012-06-18,2013-04-30,295,280.0,1
MAC002448,ToU,2012-04-30,2014-02-27,666,639.0,0
MAC002452,ToU,2012-04-30,2014-02-27,668,645.0,0
MAC002786,ToU,2012-05-10,2014-02-27,657,634.0,0
MAC002963,ToU,2012-07-05,2014-02-27,603,579.0,0
MAC003528,ToU,2012-10-08,2014-02-27,508,487.0,0
MAC003666,ToU,2012-10-15,2014-02-27,501,479.0,0
MAC004260,ToU,2012-05-24,2014-02-27,644,620.0,0
MAC004381,ToU,2012-03-16,2014-02-27,714,689.0,0
MAC004543,ToU,2011-12-21,2014-02-27,800,767.0,0
MAC004668,ToU,2012-07-12,2014-02-27,596,575.0,0
MAC005031,ToU,2012-01-31,2014-02-27,748,721.0,0
MAC005200,ToU,2012-02-03,2014-02-27,756,728.0,0
MAC005321,ToU,2012-02-17,2014-02-27,735,709.0,0
MAC005488,ToU,2012-04-17,2014-02-27,682,657.0,0
MAC000116,Std,2011-12-14,2014-02-27,807,777.0,0
MAC000174,Std,2011-11-25,2014-02-27,826,789.0,0
MAC000296,Std,2012-03-02,2014-02-27,728,703.0,0
MAC000357,Std,2012-03-10,2014-02-27,720,692.0,0
MAC000393,Std,2012-03-13,2012-12-17,280,267.0,1
MAC000438,Std,2012-03-22,2013-11-17,606,583.0,1
MAC000441,Std,2012-03-22,2014-02-27,707,682.0,0
MAC000480,Std,2012-03-23,2014-02-27,705,678.0,0
MAC000726,Std,2012-04-19,2014-02-27,679,654.0,0
MAC000839,Std,2012-04-26,2014-02-27,671,646.0,0
MAC000905,Std,2012-04-27,2014-02-27,671,646.0,0
MAC000906,Std,2012-04-27,2014-02-27,670,645.0,0
MAC000953,Std,2012-05-01,2014-02-27,667,641.0,0
MAC000986,Std,2012-05-02,2014-02-27,664,638.0,0
MAC001031,Std,2012-05-02,2014-02-27,664,636.0,0
MAC001058,Std,2012-05-08,2014-02-27,660,634.0,0
MAC001100,Std,2012-05-08,2014-02-27,661,632.0,0
MAC001106,Std,2012-05-08,2014-02-27,659,630.0,0
MAC001227,Std,2012-05-14,2014-02-27,653,628.0,0
MAC001258,Std,2012-05-14,2013-08-15,453,437.0,1
MAC001357,Std,2012-05-17,2014-02-27,652,627.0,0
MAC001479,Std,2012-05-22,2014-02-27,646,620.0,0
MAC001671,Std,2012-05-28,2013-04-03,310,298.0,1
MAC001933,Std,2012-06-11,2014-02-27,625,600.0,0
MAC001966,Std,2012-06-11,2014-02-27,626,603.0,0
MAC002003,Std,2012-06-12,2014-02-27,624,596.0,0
MAC002124,Std,2012-06-18,2014-02-27,620,594.0,0
MAC002229,Std,2012-04-21,2014-02-27,678,650.0,0
MAC002283,Std,2012-04-23,2014-02-27,672,647.0,0
MAC002306,Std,2012-04-24,2014-02-27,673,647.0,0
MAC002331,Std,2012-04-24,2014-02-27,674,646.0,0
MAC002361,Std,2012-04-27,2014-02-27,670,643.0,0
MAC002395,Std,2012-04-30,2014-02-27,669,643.0,0
MAC002396,Std,2012-04-30,2014-02-27,668,645.0,0
MAC002475,Std,2012-05-01,2014-02-27,666,640.0,0
MAC002515,Std,2012-07-09,2014-02-27,599,572.0,0
MAC002516,Std,2012-07-09,2014-02-27,599,569.0,0
MAC002555,Std,2012-07-09,2014-02-27,598,573.0,0
MAC002556,Std,2012-07-09,2014-02-27,599,577.0,0
MAC002871,Std,2012-05-11,2014-02-14,644,617.0,0
MAC002923,Std,2012-07-02,2014-02-27,606,583.0,0
MAC003030,Std,2012-05-15,2014-02-27,653,627.0,0
MAC003187,Std,2012-09-13,2014-02-27,532,512.0,0
MAC003235,Std,2012-09-17,2014-02-27,529,506.0,0
MAC003236,Std,2012-09-18,2014-02-27,528,508.0,0
MAC003484,Std,2012-10-03,2013-06-26,267,257.0,1
MAC003614,Std,2012-10-11,2014-02-27,504,486.0,0
MAC003647,Std,2012-10-12,2014-02-27,504,483.0,0
MAC003907,Std,2012-10-26,2014-02-27,489,472.0,0
MAC003995,Std,2012-07-06,2014-02-27,602,580.0,0
MAC003996,Std,2012-07-06,2014-02-27,602,578.0,0
MAC004043,Std,2012-07-06,2014-02-27,602,578.0,0
MAC004124,Std,2012-05-19,2014-02-27,645,621.0,0
MAC004327,Std,2012-03-14,2014-02-27,716,686.0,0
MAC004489,Std,2011-12-19,2014-02-27,802,773.0,0
MAC004490,Std,2011-12-19,2014-02-27,802,768.0,0
MAC004630,Std,2012-07-11,2014-02-27,597,574.0,0
MAC004708,Std,2012-07-13,2014-02-27,595,574.0,0
MAC004759,Std,2012-04-03,2014-02-27,694,666.0,0
MAC004798,Std,2012-04-04,2013-08-04,488,470.0,1
MAC004839,Std,2012-04-10,2014-02-27,687,660.0,0
MAC004928,Std,2012-01-20,2014-02-27,770,744.0,0
MAC004935,Std,2012-01-20,2014-02-27,770,740.0,0
MAC004936,Std,2012-01-20,2014-02-27,770,733.0,0
MAC004984,Std,2012-01-25,2014-02-27,765,738.0,0
MAC005000,Std,2012-01-27,2014-02-27,763,736.0,0
MAC005049,Std,2012-05-29,2014-01-07,586,565.0,0
MAC005050,Std,2012-05-29,2014-02-27,638,614.0,0
MAC005098,Std,2012-05-30,2014-02-27,638,601.0,0
MAC005100,Std,2012-05-30,2013-07-28,424,409.0,1
MAC005332,Std,2012-02-20,2014-02-27,739,710.0,0
MAC005457,Std,2012-04-16,2014-02-27,681,658.0,0
MAC005501,Std,2012-04-17,2014-02-27,682,655.0,0
MAC000165,ToU,2011-11-24,2014-02-27,827,796.0,0
MAC000461,ToU,2012-03-23,2014-02-27,706,681.0,0
MAC000593,ToU,2012-04-12,2014-02-27,685,660.0,0
MAC000932,ToU,2012-05-01,2013-04-08,341,327.0,1
MAC001319,ToU,2012-05-16,2014-02-27,653,625.0,0
MAC002011,ToU,2012-06-12,2014-02-27,623,589.0,0
MAC002277,ToU,2012-04-23,2014-02-27,676,649.0,0
MAC002421,ToU,2012-04-30,2014-02-27,667,638.0,0
MAC002496,ToU,2012-07-07,2014-02-27,601,576.0,0
MAC002758,ToU,2012-05-10,2014-02-27,658,631.0,0
MAC002881,ToU,2012-06-30,2014-02-27,606,583.0,0
MAC003035,ToU,2012-05-15,2014-02-27,653,623.0,0
MAC003988,ToU,2012-07-06,2014-02-27,602,580.0,0
MAC004561,ToU,2011-12-22,2014-02-27,799,769.0,0
MAC004731,ToU,2012-04-02,2014-02-27,696,671.0,0
MAC004744,ToU,2012-04-02,2014-02-27,697,671.0,0
MAC000032,Std,2011-12-07,2014-02-27,814,780.0,0
MAC000084,Std,2011-12-10,2014-02-27,811,781.0,0
MAC000125,Std,2011-12-15,2014-02-27,806,770.0,0
MAC000126,Std,2011-12-15,2014-02-27,806,776.0,0
MAC000230,Std,2011-12-01,2014-02-27,820,789.0,0
MAC000295,Std,2012-03-02,2014-02-27,728,702.0,0
MAC000410,Std,2012-03-21,2012-09-26,190,181.0,1
MAC000509,Std,2012-03-26,2014-02-27,704,677.0,0
MAC000731,Std,2012-04-19,2014-02-27,680,657.0,0
MAC001002,Std,2012-05-02,2014-02-27,664,639.0,0
MAC001080,Std,2012-05-08,2013-09-21,501,482.0,1
MAC001138,Std,2012-05-09,2014-02-27,657,628.0,0
MAC001140,Std,2012-05-09,2014-02-27,657,633.0,0
MAC001328,Std,2012-05-16,2014-02-27,651,626.0,0
MAC001361,Std,2012-05-17,2014-02-27,650,625.0,0
MAC001390,Std,2012-05-17,2014-02-27,648,621.0,0
MAC001468,Std,2012-05-21,2014-02-27,647,625.0,0
MAC001493,Std,2012-05-22,2014-02-27,646,617.0,0
MAC001527,Std,2012-05-22,2014-02-27,647,621.0,0
MAC001530,Std,2012-05-22,2014-02-27,645,620.0,0
MAC001631,Std,2012-05-28,2014-02-27,638,612.0,0
MAC001701,Std,2012-05-29,2014-02-27,639,615.0,0
MAC001877,Std,2012-06-08,2014-02-27,628,601.0,0
MAC001991,Std,2012-06-12,2014-02-27,626,604.0,0
MAC002037,Std,2012-06-14,2014-02-27,624,600.0,0
MAC002079,Std,2012-06-15,2014-02-27,623,597.0,0
MAC002158,Std,2012-06-19,2014-02-27,619,595.0,0
MAC002409,Std,2012-04-30,2012-12-01,215,206.0,1
MAC002412,Std,2012-04-30,2014-02-27,667,639.0,0
MAC002503,Std,2012-07-07,2013-03-06,243,234.0,1
MAC002509,Std,2012-07-07,2014-02-27,601,580.0,0
MAC002747,Std,2012-05-09,2014-02-27,660,632.0,0
MAC002780,Std,2012-05-10,2014-02-27,656,628.0,0
MAC002822,Std,2012-05-11,2014-02-27,657,633.0,0
MAC002865,Std,2012-05-11,2014-02-27,655,630.0,0
MAC002866,Std,2012-05-11,2014-02-27,657,624.0,0
MAC003057,Std,2012-05-15,2014-02-27,653,624.0,0
MAC003121,Std,2012-05-16,2014-02-27,653,624.0,0
MAC003218,Std,2012-09-17,2013-04-11,207,198.0,1
MAC003222,Std,2012-09-17,2014-02-27,528,509.0,0
MAC003263,Std,2012-09-19,2014-02-27,527,508.0,0
MAC003301,Std,2012-09-24,2014-02-27,522,502.0,0
MAC003345,Std,2012-09-26,2013-07-02,210,202.0,1
MAC003460,Std,2012-10-02,2014-02-27,514,493.0,0
MAC003511,Std,2012-10-05,2014-02-27,511,492.0,0
MAC003725,Std,2012-10-17,2013-12-08,418,401.0,0
MAC003726,Std,2012-10-18,2014-02-27,498,477.0,0
MAC003819,Std,2012-10-23,2014-02-27,493,475.0,0
MAC003927,Std,2012-11-09,2014-02-27,476,457.0,0
MAC003952,Std,2012-07-05,2014-02-27,601,578.0,0
MAC004068,Std,2012-05-18,2014-02-27,651,624.0,0
MAC004089,Std,2012-05-18,2014-02-27,651,629.0,0
MAC004216,Std,2012-05-23,2014-02-27,645,613.0,0
MAC004265,Std,2012-05-24,2014-02-27,645,619.0,0
MAC004266,Std,2012-05-24,2014-02-27,642,616.0,0
MAC004312,Std,2012-05-25,2014-02-27,642,619.0,0
MAC004378,Std,2012-03-16,2014-02-27,714,683.0,0
MAC004647,Std,2012-07-12,2014-02-27,596,571.0,0
MAC004843,Std,2012-04-10,2014-02-13,671,646.0,0
MAC005137,Std,2012-05-31,2014-02-27,638,616.0,0
MAC005217,Std,2012-02-04,2014-02-27,755,729.0,0
MAC005452,Std,2012-04-16,2014-02-27,681,651.0,0
MAC005518,Std,2012-04-17,2014-02-27,682,657.0,0
MAC000290,ToU,2012-03-02,2014-02-27,728,701.0,0
MAC001290,ToU,2012-05-14,2013-01-21,250,239.0,1
MAC001823,ToU,2012-06-07,2014-02-27,629,604.0,0
MAC002765,ToU,2012-05-10,2014-02-27,657,631.0,0
MAC002951,ToU,2012-07-05,2014-02-27,603,581.0,0
MAC003474,ToU,2012-10-07,2014-02-27,509,491.0,0
MAC003782,ToU,2012-10-19,2014-02-27,497,480.0,0
MAC003807,ToU,2012-10-22,2014-02-27,494,473.0,0
MAC004559,ToU,2011-12-22,2014-02-27,799,759.0,0
MAC005152,ToU,2012-05-31,2014-02-27,635,612.0,0
MAC005157,ToU,2012-05-31,2014-02-27,634,611.0,0
MAC005535,ToU,2012-04-17,2014-02-27,682,656.0,0
MAC005536,ToU,2012-04-17,2014-02-27,679,652.0,0
MAC000115,Std,2011-12-14,2014-02-27,807,777.0,0
MAC000220,Std,2011-11-30,2014-02-27,821,787.0,0
MAC000249,Std,2012-08-08,2014-02-27,569,546.0,0
MAC000250,Std,2011-12-03,2014-02-27,818,781.0,0
MAC000416,Std,2012-03-21,2014-02-27,707,679.0,0
MAC000527,Std,2012-03-28,2014-02-27,702,675.0,0
MAC000648,Std,2012-10-23,2014-02-27,493,475.0,0
MAC000778,Std,2012-04-20,2014-02-27,679,653.0,0
MAC000808,Std,2012-04-25,2014-02-27,673,648.0,0
MAC000871,Std,2012-04-26,2014-02-27,671,645.0,0
MAC000900,Std,2012-04-27,2014-02-27,672,645.0,0
MAC000980,Std,2012-05-03,2014-02-27,621,600.0,0
MAC001233,Std,2012-05-14,2014-02-27,654,631.0,0
MAC001284,Std,2012-05-14,2013-02-11,272,261.0,1
MAC001377,Std,2012-05-17,2014-02-27,652,627.0,0
MAC001549,Std,2012-05-22,2014-02-27,646,619.0,0
MAC001584,Std,2012-05-25,2014-02-27,644,619.0,0
MAC001659,Std,2012-05-28,2014-02-27,641,618.0,0
MAC001687,Std,2012-05-29,2014-02-27,639,614.0,0
MAC001801,Std,2012-06-06,2014-02-27,631,607.0,0
MAC001829,Std,2012-06-07,2014-02-27,628,605.0,0
MAC002032,Std,2012-06-14,2014-02-27,623,598.0,0
MAC002062,Std,2012-06-14,2014-02-27,624,597.0,0
MAC002104,Std,2012-06-17,2014-02-27,621,598.0,0
MAC002194,Std,2012-06-23,2014-02-27,615,587.0,0
MAC002234,Std,2012-04-21,2013-07-16,452,437.0,1
MAC002272,Std,2012-04-23,2014-02-27,673,649.0,0
MAC002438,Std,2012-04-30,2013-01-22,266,254.0,1
MAC002510,Std,2012-07-07,2013-11-18,500,482.0,1
MAC002550,Std,2012-07-09,2014-02-27,599,571.0,0
MAC002591,Std,2012-07-10,2014-02-27,598,573.0,0
MAC002691,Std,2012-05-04,2014-02-27,665,640.0,0
MAC002766,Std,2012-05-10,2014-02-27,657,629.0,0
MAC002791,Std,2012-05-10,2014-02-27,659,634.0,0
MAC002903,Std,2012-07-04,2014-02-27,603,578.0,0
MAC003081,Std,2012-05-16,2014-02-27,651,627.0,0
MAC003393,Std,2012-09-28,2014-02-27,518,494.0,0
MAC003569,Std,2012-10-09,2014-02-27,506,485.0,0
MAC003660,Std,2012-10-12,2014-02-27,504,480.0,0
